verb	subject	tense	frame	sentence1	sentence2	negraising	acceptability
doubt	third	present	NP V that S	A particular person doesn't doubt that a particular thing happened.	That person doubts that that thing didn't happen.	0.41907418	0.59624475
draw	first	past	NP be V to VP[+eventive]	I wasn't drawn to do a particular thing.	I was drawn not to do that thing.	0.30518407	0.6457525
draw	first	past	NP be V to VP[-eventive]	I wasn't drawn to have a particular thing.	I was drawn not to have that thing.	0.46574983	0.59395593
draw	first	present	NP be V to VP[+eventive]	I'm not drawn to do a particular thing.	I'm drawn not to do that thing.	0.49175325	0.70699435
draw	third	past	NP be V to VP[+eventive]	A particular person wasn't drawn to do a particular thing.	That person was drawn not to do that thing.	0.6014742	0.7253423
draw	third	past	NP be V to VP[-eventive]	A particular person wasn't drawn to have a particular thing.	That person was drawn not to have that thing.	0.3215834	0.59084177
draw	third	present	NP be V to VP[+eventive]	A particular person isn't drawn to do a particular thing.	That person is drawn not to do that thing.	0.50806946	0.4996747
drawl	first	past	NP V that S	I didn't drawl that a particular thing happened.	I drawled that that thing didn't happen.	0.2772853	0.14469169
drawl	third	past	NP V that S	A particular person didn't drawl that a particular thing happened.	That person drawled that that thing didn't happen.	0.39936852	0.32763413
dread	first	past	NP V that S	I didn't dread that a particular thing happened.	I dreaded that that thing didn't happen.	0.27178153	0.6220346
dread	first	past	NP V to VP[+eventive]	I didn't dread to do a particular thing.	I dreaded not to do that thing.	0.3770555	0.66447765
dread	first	past	NP V to VP[-eventive]	I didn't dread to have a particular thing.	I dreaded not to have that thing.	0.26656196	0.60545874
dread	first	past	NP be V to VP[-eventive]	I wasn't dreaded to have a particular thing.	I was dreaded not to have that thing.	0.06686976	0.34768388
dread	first	present	NP V that S	I don't dread that a particular thing happened.	I dread that that thing didn't happen.	0.14506216	0.8047508
dread	first	present	NP V to VP[+eventive]	I don't dread to do a particular thing.	I dread not to do that thing.	0.1950522	0.82576567
dread	first	present	NP V to VP[-eventive]	I don't dread to have a particular thing.	I dread not to have that thing.	0.07053509	0.60527974
dread	third	past	NP V that S	A particular person didn't dread that a particular thing happened.	That person dreaded that that thing didn't happen.	0.38329437	0.5362735
dread	third	past	NP V to VP[+eventive]	A particular person didn't dread to do a particular thing.	That person dreaded not to do that thing.	0.33825272	0.561577
dread	third	past	NP V to VP[-eventive]	A particular person didn't dread to have a particular thing.	That person dreaded not to have that thing.	0.060184017	0.5151777
dread	third	past	NP be V to VP[-eventive]	A particular person wasn't dreaded to have a particular thing.	That person was dreaded not to have that thing.	0.25080973	0.49297044
dread	third	present	NP V that S	A particular person doesn't dread that a particular thing happened.	That person dreads that that thing didn't happen.	0.3915017	0.47318363
dread	third	present	NP V to VP[+eventive]	A particular person doesn't dread to do a particular thing.	That person dreads not to do that thing.	0.47488886	0.5518674
dread	third	present	NP V to VP[-eventive]	A particular person doesn't dread to have a particular thing.	That person dreads not to have that thing.	0.37586367	0.6245947
dream	first	past	NP V that S	I didn't dream that a particular thing happened.	I dreamt that that thing didn't happen.	0.27542225	0.64249957
dream	first	past	NP V to VP[+eventive]	I didn't dream to do a particular thing.	I dreamt not to do that thing.	0.30366114	0.6208708
dream	first	past	NP V to VP[-eventive]	I didn't dream to have a particular thing.	I dreamt not to have that thing.	0.25555745	0.61788934
dream	first	present	NP V that S	I don't dream that a particular thing happened.	I dream that that thing didn't happen.	0.35632962	0.6260684
dream	first	present	NP V to VP[+eventive]	I don't dream to do a particular thing.	I dream not to do that thing.	0.23017706	0.518921
dream	first	present	NP V to VP[-eventive]	I don't dream to have a particular thing.	I dream not to have that thing.	0.14743118	0.6193926
dream	third	past	NP V that S	A particular person didn't dream that a particular thing happened.	That person dreamt that that thing didn't happen.	0.15950428	0.66565067
dream	third	past	NP V to VP[+eventive]	A particular person didn't dream to do a particular thing.	That person dreamt not to do that thing.	0.30043823	0.620871
dream	third	past	NP V to VP[-eventive]	A particular person didn't dream to have a particular thing.	That person dreamt not to have that thing.	0.48684484	0.7027828
dream	third	present	NP V that S	A particular person doesn't dream that a particular thing happened.	That person dreams that that thing didn't happen.	0.23154896	0.5352871
dream	third	present	NP V to VP[+eventive]	A particular person doesn't dream to do a particular thing.	That person dreams not to do that thing.	0.3280322	0.5206032
dream	third	present	NP V to VP[-eventive]	A particular person doesn't dream to have a particular thing.	That person dreams not to have that thing.	0.111770615	0.56106454
drone	first	past	NP V that S	I didn't drone that a particular thing happened.	I droned that that thing didn't happen.	0.21481504	0.41187328
drone	third	past	NP V that S	A particular person didn't drone that a particular thing happened.	That person droned that that thing didn't happen.	0.29346395	0.21864884
dupe	first	past	NP be V that S	I wasn't duped that a particular thing happened.	I was duped that that thing didn't happen.	0.47828177	0.5008126
dupe	first	past	NP be V to VP[+eventive]	I wasn't duped to do a particular thing.	I was duped not to do that thing.	0.11083814	0.6867821
dupe	first	past	NP be V to VP[-eventive]	I wasn't duped to have a particular thing.	I was duped not to have that thing.	0.4316993	0.44108787
dupe	first	present	NP be V that S	I'm not duped that a particular thing happened.	I'm duped that that thing didn't happen.	0.2986825	0.56028616
dupe	first	present	NP be V to VP[+eventive]	I'm not duped to do a particular thing.	I'm duped not to do that thing.	0.34255695	0.5735783
dupe	third	past	NP be V that S	A particular person wasn't duped that a particular thing happened.	That person was duped that that thing didn't happen.	0.20159797	0.5433692
dupe	third	past	NP be V to VP[+eventive]	A particular person wasn't duped to do a particular thing.	That person was duped not to do that thing.	0.30071217	0.5749267
dupe	third	past	NP be V to VP[-eventive]	A particular person wasn't duped to have a particular thing.	That person was duped not to have that thing.	0.2508752	0.49054706
dupe	third	present	NP be V that S	A particular person isn't duped that a particular thing happened.	That person is duped that that thing didn't happen.	0.33959314	0.616848
dupe	third	present	NP be V to VP[+eventive]	A particular person isn't duped to do a particular thing.	That person is duped not to do that thing.	0.29392222	0.53065103
educate	first	past	NP be V that S	I wasn't educated that a particular thing happened.	I was educated that that thing didn't happen.	0.25735062	0.53105783
educate	first	past	NP be V to VP[+eventive]	I wasn't educated to do a particular thing.	I was educated not to do that thing.	0.356558	0.6051214
educate	first	present	NP be V to VP[+eventive]	I'm not educated to do a particular thing.	I'm educated not to do that thing.	0.10404552	0.74614567
educate	third	past	NP be V that S	A particular person wasn't educated that a particular thing happened.	That person was educated that that thing didn't happen.	0.28138664	0.6014013
educate	third	past	NP be V to VP[+eventive]	A particular person wasn't educated to do a particular thing.	That person was educated not to do that thing.	0.4558334	0.7405589
educate	third	present	NP be V to VP[+eventive]	A particular person isn't educated to do a particular thing.	That person is educated not to do that thing.	0.22611564	0.6797585
elaborate	first	past	NP V that S	I didn't elaborate that a particular thing happened.	I elaborated that that thing didn't happen.	0.32336015	0.6314499
elaborate	first	past	NP V to VP[-eventive]	I didn't elaborate to have a particular thing.	I elaborated not to have that thing.	0.4180865	0.4959345
elaborate	first	present	NP V that S	I don't elaborate that a particular thing happened.	I elaborate that that thing didn't happen.	0.46709934	0.5121592
elaborate	third	past	NP V that S	A particular person didn't elaborate that a particular thing happened.	That person elaborated that that thing didn't happen.	0.28500396	0.5175637
elaborate	third	past	NP V to VP[-eventive]	A particular person didn't elaborate to have a particular thing.	That person elaborated not to have that thing.	0.380557	0.29400358
elaborate	third	present	NP V that S	A particular person doesn't elaborate that a particular thing happened.	That person elaborates that that thing didn't happen.	0.49497333	0.4931934
elate	first	past	NP be V that S	I wasn't elated that a particular thing happened.	I was elated that that thing didn't happen.	0.311583	0.6069753
elate	first	past	NP be V to VP[+eventive]	I wasn't elated to do a particular thing.	I was elated not to do that thing.	0.40898916	0.60881233
